,ID,text,target,target_name,first_target
6862,ynat-v1_train_00099,"북한, 무수단 재진입 기술 숙달 시도",6,세계,정치
6915,ynat-v1_train_00237,투표에 대한 참여를 장려하는 홍 후보와 본격적인 선거 캠페인.,6,세계,정치
6918,ynat-v1_train_01925,"이븐크릭 메니스 총리에 ""국협력 강화""",2,정치,세계
6922,ynat-v1_train_01728,"AI 비서 알렉사, 새로운 기능으로 사용자 경험 혁신",6,세계,IT과학
6935,ynat-v1_train_00512,교육교류 확대를 위한 국회사무국 및 해외 대학과의 협약 체결.,2,정치,사회
6958,ynat-v1_train_01563,"안랩, 공시 위반으로 제재 받다...재발 방지 대책 마련",3,사회,경제
6989,ynat-v1_train_02734,러시아 평 가 불 결정 월드,1,스포츠,세계
6995,ynat-v1_train_01676,"9월부터 출시되는 새로운 서비스인 애플 뮤직은 한 달 2,000원에 무제한 스트리밍이 가능합니다.",5,경제,IT과학
7016,ynat-v1_train_01461,"인공생명, 새 시대 열리다",0,생활문화,IT과학
7019,ynat-v1_train_00722,홍길동 과격시위 제보 3건 1억5천만원 현급증거 걸처,6,세계,사회
7079,ynat-v1_train_01384,北 용 켓엔진시험에 추가도발 용 못 도발 삼가라,6,세계,정치
7109,ynat-v1_train_01574,매매계약이 체결된 서울에서 '앞으로 8억 원'의 가치가 있는 집을 보았다.,3,사회,경제
7218,ynat-v1_train_01361,"정부, '이산가족 상봉' 새 방안 모색 중",6,세계,정치
7239,ynat-v1_train_02096,황 대통령의 단식 중단과 신속 추진에 대한 논란 속에 청와대 조사에 대한 의혹이 가중되고 있다.,3,사회,정치
7273,ynat-v1_train_01384,"북한, ICBM 엔진 시험에 대한 추가 도발 가능성...도발하지 마십시오.",6,세계,정치
7277,ynat-v1_train_02268,UFC 감독은 연쇄 살인범 비유처럼 스파링한다.,6,세계,스포츠
7289,ynat-v1_train_00460,"산불로 인한 피해 확산, 주정부 대응 강화",3,사회,세계
7309,ynat-v1_train_01234,"뼈를 갈아먹는 북한 정책, 북한 포로 수용소의 존재 확인...중국의 우발적인 페미니스트.",2,정치,세계
7314,ynat-v1_train_00086,"AI 진단 기술 발전, 의료 현장의 혁신 가속화",6,세계,IT과학
7336,ynat-v1_train_00835,픽 유료방 점유 및 편 후 전망,3,사회,IT과학
7340,ynat-v1_train_01977,통신 M세대와 Z세대를 위한 보상 프로그램 도입... 심의 결과에 대한 관심 조정.,3,사회,IT과학
7359,ynat-v1_train_01980,골퍼 박민이 상생 전략으로 펀드 시장에서 눈에 띈다.,1,스포츠,경제
7370,ynat-v1_train_00206,"작업 효율을 극대화하는 삼성 AI, 새로운 버전 출시로 혁신 가속화.",6,세계,IT과학
7406,ynat-v1_train_01383,문재인 대통령 워싱턴 방문 후 한미 정상회담 개최,6,세계,정치
7454,ynat-v1_train_02655,"삼성전자, 그래픽 기술 혁신으로 차세대 디스플레이 시장 선도",5,경제,IT과학
7469,ynat-v1_train_01676,애플과 vFL 앱 출시로 음악 스트리밍 시장이 강화됐다.,5,경제,IT과학
7509,ynat-v1_train_01384,"북한, ICBM용 엔진시험 추가 도발 가능성...도발 삼가라",6,세계,정치
7513,ynat-v1_train_01589,"삼성전자, 새 버전 공개...AI로 업무 효율 높여",6,세계,IT과학
7587,ynat-v1_train_01349,"관광올림픽 성과, 강원도 외국인 관광객 300만 명 돌파",3,사회,생활문화
7602,ynat-v1_train_01839,갤 신형 내달 일 동시 시 유력 가 만원,5,경제,IT과학
7636,ynat-v1_train_02469,"삼성, 5GX 기술로 차세대 스마트폰 출시",0,생활문화,IT과학
7695,ynat-v1_train_01959,"깜깜이 K-옵티머스 사건, 국외 은닉 자산 조사 착수",0,생활문화,사회
7714,ynat-v1_train_00448,문재인 정부부터 내각까지 회복이 본격화되고 있다.,5,경제,정치
7718,ynat-v1_train_00098,올 여름 서울에서는 기록적인 폭염이 예상됩니다.,4,IT과학,생활문화
7722,ynat-v1_train_02370,"2023년 FIFA 축구 월드컵, 개최국 기대감 고조",4,IT과학,스포츠
7737,ynat-v1_train_02096,"황씨의 단식 종료에 대한 논란, 대치 청와대 점검에 대한 논란이 재발한다.",3,사회,정치
7840,ynat-v1_train_00729,32층 39층에서 입주를 시작합니다... 사례로서 입주 영향에 대한 분석,3,사회,경제
7845,ynat-v1_train_00674,LGU+ 통신 요금이 4만원 이상인 고객은 고금리 저축 상품을 출시하고 혜택을 확대한다.,4,IT과학,경제
7849,ynat-v1_train_01630,정부가 '인터넷 중독'을 앓고 있는 청소년 100만 명의 구조를 요청하고 새로운 대책을 마련한다.,6,세계,사회
7914,ynat-v1_train_01062,LG화학이 고강도 조치로 사업 구조조정에 본격 나서다.,3,사회,경제
7939,ynat-v1_train_01142,문 대통령이 미소를 지으며 기자회견을 열고 있다.,0,생활문화,정치
7943,ynat-v1_train_01953,"염수정, 최종은, 이해찬 총리의 발언에 대한 시위와 봉쇄 등이 이어졌다.",6,세계,정치
7959,ynat-v1_train_01728,새로운 기능으로 사용자 경험을 혁신하는 AI 어시스턴트 알렉사,6,세계,IT과학
7962,ynat-v1_train_01355,"LGU+, 2023년 2분기 영업이익 6조원 돌파",4,IT과학,경제
7966,ynat-v1_train_02489,"북한, 오전 비 후 주로 선",0,생활문화,정치
8055,ynat-v1_train_01614,"LG G7 씽큐, 고효율 LCD 기술로 사용자 경험 강화",3,사회,IT과학
8090,ynat-v1_train_00379,이 서 국 강조 민 캐 다서 정 의혹 비판,6,세계,정치
8114,ynat-v1_train_02510,"은성수, 조선 기자재 업체 지원 통해 경쟁력 강화 나서",3,사회,경제
8154,ynat-v1_train_01146,4월에 한반도 위에 많은 구름이 있습니다... 좋지 않은 Q6년입니다.,2,정치,생활문화
8164,ynat-v1_train_01027,"브로드밴드, 회원 가입 혜택 확대",5,경제,IT과학
8241,ynat-v1_train_02096,黃 단식중단 도 패스트 랙 대치 속 靑감찰의혹 공 가열,3,사회,정치
8242,ynat-v1_train_02609,"북한 미사일 시험, 국제사회 긴장 고조",6,세계,정치
8273,ynat-v1_train_00344,"대중부유층 노후준비, 4명 중 1명 미흡",5,경제,사회
8315,ynat-v1_train_01424,"영장 기각, 전직 대법관 항의",2,정치,사회
8323,ynat-v1_train_01417,돌파 까 與 검 혁 先처리 카드 깬,3,사회,정치
8347,ynat-v1_train_02145,"프로야구 스타 메시, 바르셀로나 떠나 빌바오 입단",0,생활문화,스포츠
8441,ynat-v1_train_02001,"근로 시간 단축, 하루의 열기와 함께 근로자들에게 가해지는 건강 위협에 대한 논의.",0,생활문화,사회
8448,ynat-v1_train_00945,"프랑스 실종 사건, 잔혹한 증오 메모로",0,생활문화,세계
8489,ynat-v1_train_00067,"삼성, 갤럭시 S9 퀀텀 패키지 5천대 한정 판매 개시",6,세계,IT과학
8516,ynat-v1_train_01490,"이탈리아 의석 감축 법안, 헌법재판소에 도전",2,정치,세계
8542,ynat-v1_train_02120,"벨 뮬로바, 이번 주 마이스키 클래식 일주일 간격 줄여",1,스포츠,생활문화
8611,ynat-v1_train_01745,네이버 아이 도용 방지 화,3,사회,IT과학
8629,ynat-v1_train_01217,데이터 방송 유도 전자 담배 등을 포함한 광고의 규제.,3,사회,IT과학
8633,ynat-v1_train_01991,이도 코 과이 화 부 옳은 서달,6,세계,생활문화
8641,ynat-v1_train_02585,삼성전자의 갤럭시 S21... 5G를 탑재한다.,5,경제,IT과학
8647,ynat-v1_train_02545,세계무역기구(WTO)의 기념 행사,3,사회,세계
8712,ynat-v1_train_01862,"칼둔, 내일 방한·문 대통령 및 실장 면담",6,세계,정치
8716,ynat-v1_train_00237,"투표 참여 독려하는 홍 후보, 선거 운동 본격화",6,세계,정치
8730,ynat-v1_train_01349,"관광올림픽, 강원도 외국인 관광객 300만 명 달성",3,사회,생활문화
8737,ynat-v1_train_00239,"SK텔레콤, 헬릭스비전과의 제휴로 의료 AI 시장 진출 가속화",5,경제,IT과학
8777,ynat-v1_train_01883,추억의 KBS '깔깔티비' 다시금 공개,4,IT과학,생활문화
8781,ynat-v1_train_00646,시스템 반도체 수출은 전년 대비 30% 증가했다.,4,IT과학,경제
8797,ynat-v1_train_02189,빌 클 발질 마케어 가장 미친 것 선 점 상종합,6,세계,스포츠
8829,ynat-v1_train_02581,"팀장, 스트레칭 운동 9가지, 8회.",1,스포츠,생활문화
8901,ynat-v1_train_00040,"후쿠시마 원전, 피폭 노동자 증언에 덮친 은폐 의혹",3,사회,세계
8919,ynat-v1_train_02145,"삼성, 극적인 역전으로 연패 탈출...손혁 감독의 전략 빛나",0,생활문화,스포츠
8920,ynat-v1_train_02732,7월 1일부터 도로 청소 의무화,0,생활문화,사회
8929,ynat-v1_train_00674,"LGU+ 통신요금 4만원 이상 고객에게 고금리 적금 출시, 혜택 확대",4,IT과학,경제
8955,ynat-v1_train_00424,경제자유구역 지지부진 개발지연 국내기업 역차별 탓,5,경제,사회
8956,ynat-v1_train_01687,설날 휴일 기간 이동자를 위한 애프터서비스 지원,4,IT과학,사회
8966,ynat-v1_train_01079,"트럼프 보호 무역 정책, 증시와 자본시장은 어떻게 반응할까?",5,경제,세계
8984,ynat-v1_train_01108,KTX 기차 사고로 인한 세 번째 사망자가 발생했습니다. 승객들을 대피시켜 주세요!,6,세계,사회
9017,ynat-v1_train_01589,삼성전자가 새로운 버전을 공개합니다. AI로 작업 효율성을 높입니다.,6,세계,IT과학
9049,ynat-v1_train_00239,최 희 SKT 헬 비전 병 사 보다 연종합,5,경제,IT과학
9050,ynat-v1_train_01745,네이버 아이앤아이 도용 방지 26가지 방법,3,사회,IT과학
9090,ynat-v1_train_00860,"애플, KT와 손잡고 차세대 통신 기술 개발 본격화",5,경제,IT과학
9098,ynat-v1_train_01163,검찰이 '스폰서 조사' 사건의 최종 결론을 읽고 내일 발표할 예정입니다.,6,세계,사회
9105,ynat-v1_train_01008,"W8컵 축구, 미국과 멕시코의 치열한 경쟁 시작!",6,세계,스포츠
9121,ynat-v1_train_00963,시인 이최희와 오후 3시 콘서트를 간과하지 않기 위해.,3,사회,생활문화
9126,ynat-v1_train_00168,"AI 기반 여행 플랫폼, 개인 맞춤형 여행 추천 서비스 출시",0,생활문화,IT과학
9133,ynat-v1_train_02351,우크라이나 해빙 속 비 피해,0,생활문화,세계
9139,ynat-v1_train_00974,인도에서 화재 발생 시 무인기(드론) 사용 금지,3,사회,세계
9168,ynat-v1_train_02120,"무료 공연, 벨·뮬로바·마이스키… 일주일 간격 클래식 명곡 선보인다",1,스포츠,생활문화
9211,ynat-v1_train_01450,"LGU+ 통신요금 4만원 이상 고객 대상 고금리 적금 출시, 혜택 확대",4,IT과학,경제
9228,ynat-v1_train_00643,"한류 스타들의 활동, 림팩 쿨링 예선에서 눈길을 끈다.",1,스포츠,생활문화
9235,ynat-v1_train_01450,LGU+ 통신요금 4만원 이상 고객을 대상으로 하는 고금리 저축계좌 출시 및 혜택 확대.,4,IT과학,경제
9324,ynat-v1_train_02273,"美 중 정치 불확실성, 철강-기계주 주목",5,경제,세계
9345,ynat-v1_train_01172,"남아공 관광박람회, 게시판에서 일환 개최",3,사회,세계
9364,ynat-v1_train_01355,LGU+는 2023년 2분기 영업이익 6조 원을 깨뜨린다.,4,IT과학,경제
9567,ynat-v1_train_00348,"삼성전자, 새로운 AI 기반 스마트폰 라인업 공개",6,세계,IT과학
9629,ynat-v1_train_00650,"LG유플러스, 소상공인 지원 위한 신규 요금제 출시",3,사회,IT과학
9660,ynat-v1_train_02154,I&AS 회의와 비민주 국가에서의 핵 위기 시뮬레이션에 대한 논란.,2,정치,세계
9668,ynat-v1_train_00503,"대통령, 섬진강댐 방문한 김조식 부대변인",3,사회,정치
9710,ynat-v1_train_02393,정부가 '중대범죄특별수사국' 설립을 추진한다.,3,사회,정치
9796,ynat-v1_train_02001,"노동시간 단축 논의, 한낮의 더위와 함께 노동자 건강 위협",0,생활문화,사회
9812,ynat-v1_train_01614,"LG G7 씽큐, 디스플레이 혁신으로 시장 주목",3,사회,IT과학
9859,ynat-v1_train_01144,비 권마다 복되는 논 해 책 없나,3,사회,생활문화
9872,ynat-v1_train_00091,D20 한방 치료 체험기: 현대인의 건강 문제 해결의 실마리,3,사회,생활문화
9886,ynat-v1_train_00345,공사부의 페루 여군도 지역 불안을 일으켰다.,0,생활문화,세계
9956,ynat-v1_train_02324,8시에 '품격 있는 도시 만들기' 시민 참여 콜센터 운영 시작,5,경제,사회
9975,ynat-v1_train_01249,적 세력이 갈수록 공격 능력이 강화되고 있어 미국의 대응이 중요해지고 있다,2,정치,세계
10028,ynat-v1_train_00067,"삼성, 갤럭시 S9 퀘럼 패키지 5,000대가 판매된다.",6,세계,IT과학
10053,ynat-v1_train_01490,"이탈리아 의석 3분의 1 감축 법안, 헌법재판소에 논란",2,정치,세계
10076,ynat-v1_train_00744,"프랑스 대통령 마크롱, 통근자 수 42% 상승",2,정치,세계
10099,ynat-v1_train_00450,"한은행 신규 대출 상품 출시, 금리 16%",3,사회,경제
10148,ynat-v1_train_00917,마약을 밀고 있던 강남의 클럽 운영자와 정부 관계자 등 33명이 구속됐다.,5,경제,사회
10151,ynat-v1_train_01191,서울선 2일 홍드로미라 LA 워홀 전시회 출품,5,경제,생활문화
10195,ynat-v1_train_01393,"K중 전 회장, 아주대 정문 앞 운구 차량 목격...비극적인 사망 소식",5,경제,사회
10273,ynat-v1_train_00047,김종린은 이번 충격이 리비아 사태처럼 6개월 동안 지속될 것이라고 전망했다.,2,정치,세계
10303,ynat-v1_train_02585,삼성전자 갤럭시 S21 출시...5G 탑재,5,경제,IT과학
10327,ynat-v1_train_02145,"국방부가 ""한미 합동 훈련 수행""을 선언한다.",0,생활문화,정치
10328,ynat-v1_train_01676,"애플 뮤직, 9월부터 유료 서비스 원저작권 음악 제공",5,경제,IT과학
10331,ynat-v1_train_01595,"영상 꼭두각시 놀이, 김씨 아들이 언젠가 저승 갈 것이라는 이야기",3,사회,생활문화
10349,ynat-v1_train_00807,"정의장 인도-카자흐스탄 방문, 문재인 대통령과 담판",6,세계,정치
10371,ynat-v1_train_00514,제3회 인천국제평화회의,3,사회,생활문화
10388,ynat-v1_train_00239,"SK텔레콤, 헬릭스비전과 협력해 의료 서비스 혁신 추진",5,경제,IT과학
10415,ynat-v1_train_02528,SKT 5G 서비스 개시 140만 명 돌파,5,경제,IT과학
10457,ynat-v1_train_02115,"삼성전자가 갤럭시 S9 양자 패키지를 5,000대에 한정해 출시한다.",5,경제,IT과학
10465,ynat-v1_train_01274,"프로축구 스타 Xu, 6개국 투어로 팬들과 소통",0,생활문화,스포츠
10492,ynat-v1_train_01059,산업은행이 대구 소상공인 지원 사업 'IBK 희망 디자인'을 시작한다.,3,사회,경제
10547,ynat-v1_train_00499,새로운 정부의 정책에 대한 대중의 신뢰,0,생활문화,정치
10623,ynat-v1_train_02469,삼성이 5GX 기술을 갖춘 차세대 스마트폰을 출시한다.,0,생활문화,IT과학
10635,ynat-v1_train_02481,ISIS가 3명의 벨기에 국민을 살해하고 프랑스 정부 대응을 강화한다.,4,IT과학,세계
10658,ynat-v1_train_00998,"타협과 연합의 시대, 야권연대 9성사로 새로운 정치 지형 형성",6,세계,정치
10673,ynat-v1_train_01274,"쉬, 글로벌 투어로 축구 팬들과 거리를 좁히고 있다.",0,생활문화,스포츠
10687,ynat-v1_train_00336,"이공대, 닷새간 경찰 주변에 봉쇄",6,세계,사회
10709,ynat-v1_train_01728,삼성전자 스마트폰에 아마존 알렉사 앱 탑재 인기,6,세계,IT과학
10720,ynat-v1_train_00458,"레까O!전, 축구 스타 J씨의 놀라운 돌파력",0,생활문화,스포츠
10852,ynat-v1_train_02341,"오세훈 서울시장, ""야당 의원 안 처리해야""...경의선 철도사업 혈투 D의견 대립",3,사회,정치
10875,ynat-v1_train_01614,LG G7 씽큐 디스플레이 LCD 표기고 품질 논쟁,3,사회,IT과학
10876,ynat-v1_train_00228,미국과 러시아가 A2 대공 미사일 시스템 공동 개발에 착수한다.,4,IT과학,세계
10894,ynat-v1_train_02587,"삼성전자, 새 버전 갤럭시 S9 퀀텀 출시...AI로 업무 효율 극대화",6,세계,IT과학
10938,ynat-v1_train_00695,"Y LOO 인증 시스템 해킹, 사용자 데이터 보호 비상",3,사회,IT과학
10995,1252,北 무수단 발사 성공 대기권 내 재진입 기술 조기 확보 여부가 최대 관건,6,세계,정치
11023,ynat-v1_train_01009,"통신업계, 혁신적 압축 기술 개발 경쟁 본격화",3,사회,IT과학
11054,ynat-v1_train_01676,"애플뮤직, 9월부터 신규 서비스 도입...월 2천원으로 무제한 스트리밍",5,경제,IT과학
11080,ynat-v1_train_00379,"정부, '인터넷 중독' 청소년 100만 명 구조 요청...대책 마련 시급",6,세계,사회
11081,ynat-v1_train_01574,매매 계약 체결되는 서울에 '미래의 8억' 집을 봤다,3,사회,경제
11105,ynat-v1_train_00860,"애플, KT와 협력하여 5G 기술의 혁신을 가속화합니다.",5,경제,IT과학
11139,ynat-v1_train_01356,네이버 인앱 결제 시범 서비스 출범,3,사회,IT과학
11160,ynat-v1_train_00034,"대북결의안 2270호 이행, 70개국 보고서 제출 임박",6,세계,정치
11202,ynat-v1_train_00287,프베이스볼 스타 윤호영이 무릎 수술을 위해 650만원을 지원한다.,0,생활문화,스포츠
11241,ynat-v1_train_01751,"제조·ICT 산업, AI 융합 전략 강화해야",5,경제,IT과학
11245,ynat-v1_train_01488,평택 시민들은 공항 확충 사업에 대한 기대와 우려가 공존하고 있다.,2,정치,사회
11304,ynat-v1_train_02272,"대우조선, 산업군 최고위 자리…38년 역사 속 첫 공동 압수수색",5,경제,사회
11392,ynat-v1_train_00735,"정부, '퀄컴, 삼성전자와 5G 특허 라이선스 계약'",5,경제,IT과학
11439,ynat-v1_train_01226,"미즈타니, 사장님이 이야기하는",6,세계,생활문화
11445,ynat-v1_train_02145,삼성은 극적인 역전으로 연패를 끊고... 손해성 감독의 전략이 빛납니다.,0,생활문화,스포츠
11463,ynat-v1_train_01988,"LG '리바운드 스텝' 현대모비스, KCC 4분기 역전(전정진 중형 처벌)",6,세계,스포츠
11464,ynat-v1_train_01574,매 실 뤄지는 서울에 의 래를 봤다,3,사회,생활문화
11492,ynat-v1_train_00541,올림픽 대표팀 선발과 박예림의 선발로 강화했다.,0,생활문화,스포츠
11549,ynat-v1_train_00459,트럼프/ 일본 방문; 북한과 무역적자 문제 논의 32,2,정치,세계
11554,ynat-v1_train_02315,새로운 하이 테크 반 자동 반려동물 관리 시스템! 2세대에서 작동합니다!,0,생활문화,IT과학
11588,ynat-v1_train_01149,청주시는 올해 국가예산 목표를 뛰어넘어...지역경제 활성화에 대한 기대,5,경제,사회
11626,ynat-v1_train_02038,"현대자동차, '아이오닉 5' 출시...배터리 성능 개선",5,경제,IT과학
11631,ynat-v1_train_02469,"갤럭시 S21 5G 모델, 시장 반응 뜨겁다",0,생활문화,IT과학
11636,ynat-v1_train_01008,"미국·멕시코, 2호컵 축구 대회 개막...글로벌 팬들 열광",6,세계,스포츠
11671,ynat-v1_train_00459,트 日 베 동 하면 무기 무역적자 불 종,2,정치,세계
11682,ynat-v1_train_00475,LGU+ 통신요금 4만원 이상 고객 대상 고금리 적금 출시,4,IT과학,경제
11692,ynat-v1_train_02482,"서울, 성범죄 피해자 상담 프로그램 지원 강화",5,경제,사회
11706,ynat-v1_train_01009,통신 산업에서 혁신적인 압축 기술 개발에 대한 경쟁.,3,사회,IT과학
11765,ynat-v1_train_01448,랜섬웨어 정부 진입 허용 완화 추진,5,경제,IT과학
11811,ynat-v1_train_01213,"경남 도청 감사 갈등, 대표 사표",1,스포츠,사회
11818,ynat-v1_train_02400,삼성 중소기 신사업 모 돕는다 우 기술 명 최,4,IT과학,경제
11893,ynat-v1_train_01977,"통신사 M사, Z세대 대상 보상 프로그램 도입...조율 중인 심의 결과 주목",3,사회,IT과학
11935,ynat-v1_train_02528,SKT 5G 서비스 이용자 수가 140만 명을 넘었다.,5,경제,IT과학
12011,ynat-v1_train_00132,"메시, 바르셀로나 떠나 빌바오 입단...축구계 큰 파장",0,생활문화,스포츠
12036,ynat-v1_train_00650,LG전자가 소상공인을 위한 AI 기반 키오스크를 출시한다.,3,사회,IT과학
12049,ynat-v1_train_01892,백승주 교육부 장관이 '교육혁신'을 주제로 수상했다.,0,생활문화,사회
12063,ynat-v1_train_02433,"정부, G7 정상회의 참석차 프랑스 방문...중폭발물 테러 대비 강화",2,정치,세계
12092,ynat-v1_train_00522,"신재희, 올림픽에 도전",0,생활문화,스포츠
12094,ynat-v1_train_01728,아마존 알렉사 앱이 탑재된 삼성전자 스마트폰이 인기다.,6,세계,IT과학
12148,ynat-v1_train_02104,"항우연 발사체사업본부, 과학기자협회 올해의 과학상 수상",3,사회,IT과학
12165,ynat-v1_train_00356,"조코위 인도네시아 대통령, 김정은 북한 국무위원장과 회담",3,사회,세계
12219,ynat-v1_train_01946,"인간 번역 대결, 평가 부당 논란에 휩싸여",4,IT과학,생활문화
12303,ynat-v1_train_02471,OJ생명 임직원 6명 매각 보고가 사실이다.,3,사회,경제
12326,ynat-v1_train_00963,"이총희 시인, 3시 콘서트 개최 등에 소홀함 없도록",3,사회,생활문화
12335,ynat-v1_train_00202,'조선구마사'에 대한 TV 조선의 시청률이 높아졌습니다.,3,사회,생활문화
12358,ynat-v1_train_02273,"미국-중국 정치 변화, 철강·기계 시장에 움직임",5,경제,세계
12365,ynat-v1_train_01541,명 남 선수들처럼 함께한다면 화해 평 도 성큼,2,정치,스포츠
12381,ynat-v1_train_02706,"몸무게별 주택 지분, '비밀' 인센티브 조건",1,스포츠,경제
12397,ynat-v1_train_02096,"황 대표 단식 종료, 대치 정국 속 청와대 감찰 논란 재점화",3,사회,정치
12430,ynat-v1_train_00523,LGU+ G6와 삼성 갤럭시 S8이 동영상에서 1위를 공유합니다.,5,경제,IT과학
12451,ynat-v1_train_01029,KCA와 협력한 윤 장관이 베트남 서부의 AI 의료 혁신에 대해 이야기한다.,5,경제,IT과학
12459,ynat-v1_train_00209,"정당 내 분쟁의 악화, 양쪽 N/W 강대국의 정당 지도부에 대한 압력.",2,정치,세계
12534,ynat-v1_train_01226,"미즈타니, 사장님이 이야기하는 그녀",6,세계,생활문화
12535,ynat-v1_train_02215,"경주의 황선홍 감독, 전국리기 3대회에서 팀 승리 이끌다",0,생활문화,스포츠
12569,ynat-v1_train_01029,"KCA와 협력한 윤 장관, 베트남서 AI 의료 혁신 논의",5,경제,IT과학
12580,ynat-v1_train_00228,"미국, 러시아와 A2 요격 미사일 시스템 공동 개발 착수",4,IT과학,세계
12646,ynat-v1_train_01959,"깜깜이 옵션 거래, 국외 행상...안전 대책 마련",0,생활문화,경제
12672,ynat-v1_train_02095,"개선 사업, 어업 생산성 증대 기대.",6,세계,사회
12686,ynat-v1_train_00708,"한진중공업 주식, 필리핀 토지은행 및 리잘상업은행에 매각",6,세계,경제
12693,ynat-v1_train_00541,"육상 올림픽 대표팀, 박예림 선수 발탁으로 전력 강화",0,생활문화,스포츠
12765,ynat-v1_train_00376,LGU+ 통신료 4만원 이상 납부 고객을 대상으로 하는 고금리 저축계좌 출시.,4,IT과학,경제
12825,ynat-v1_train_02273,"미국-중국 정세, 철강·기계 시장에 촉매 작용",5,경제,세계
